step,t,atom_id,mol_id,x,y,z,S_i,S_avg,c_label
1,13000000,2453,17.0,4.18725,11.5077,11.9079,-5.101,-5.461,0
1,13000000,2452,17.0,4.19622,11.4352,11.533,-5.642,-5.472,0
1,13000000,2454,17.0,4.44304,11.3264,12.1417,-8.307,-5.445,0
1,13000000,3842,26.0,7.69628,15.8742,15.7701,-6.041,-5.401,0
1,13000000,2455,17.0,4.45523,11.487,12.4885,-8.567,-5.422,0
1,13000000,8707,59.0,2.24605,14.598,4.03574,-3.952,-5.146,0
1,13000000,2451,17.0,3.89345,11.5889,11.3149,-5.7,-5.497,0
1,13000000,8706,59.0,2.12235,14.8964,3.82142,-3.714,-5.124,0
1,13000000,3841,26.0,8.00133,15.6145,15.7701,-5.944,-5.393,0
1,13000000,7603,51.0,10.3013,15.1654,6.46328,-3.489,-6.026,0
1,13000000,8705,59.0,2.22175,14.8462,3.44298,-5.787,-5.07,0
1,13000000,2447,17.0,4.06426,11.9728,10.2048,-4.688,-5.436,0
1,13000000,3843,26.0,7.35743,15.6627,15.8057,-2.937,-5.411,0
1,13000000,3844,26.0,7.03839,15.8774,15.8769,-3.182,-5.38,0
1,13000000,8701,59.0,1.45052,15.445,2.76682,-5.105,-4.9,0
1,13000000,7585,51.0,9.55793,12.9877,4.01766,-6.914,-5.403,0
1,13000000,7582,51.0,9.2469,12.919,3.0384,-6.602,-5.424,0
1,13000000,3840,26.0,8.32898,15.7652,15.8902,-4.934,-5.31,0
1,13000000,3276,22.0,6.41002,9.50589,11.4228,-5.028,-5.57,0
1,13000000,5270,36.0,11.107,7.09456,6.81946,-4.855,-6.612,1
1,13000000,2047,14.0,2.26948,4.54058,3.99562,-2.848,-5.062,0
1,13000000,1682,12.0,1.68713,0.883663,4.91527,-6.359,-4.909,0
1,13000000,1681,12.0,2.0868,0.865987,4.93831,-5.438,-4.956,0
1,13000000,7574,51.0,10.1577,13.6228,1.20034,-5.544,-5.393,0
1,13000000,7573,51.0,10.2952,13.8005,0.884372,-5.022,-5.201,0
1,13000000,7350,49.0,0.799098,2.51746,14.8957,-5.879,-5.372,0
1,13000000,7572,51.0,10.6569,13.6601,0.848917,-3.919,-5.28,0
1,13000000,7571,51.0,10.8231,13.7846,0.514107,-6.514,-5.272,0
1,13000000,7349,49.0,1.02368,2.37038,14.6135,-6.471,-5.383,0
1,13000000,7570,51.0,11.1459,13.5868,0.433821,-8.654,-5.337,0
1,13000000,1683,12.0,1.53209,0.861579,5.26861,-4.708,-5.003,0
1,13000000,7569,51.0,11.3629,13.7368,16.0791,-4.142,-5.41,0
1,13000000,2236,15.0,3.8664,4.0484,3.80724,-4.961,-5.089,0
1,13000000,2046,14.0,2.61154,4.37137,3.90884,-5.284,-5.132,0
1,13000000,7602,51.0,10.2933,15.2955,6.83031,-5.297,-6.219,0
1,13000000,1680,12.0,2.27101,0.940769,4.60316,-6.445,-4.898,0
1,13000000,1679,12.0,2.6589,0.974645,4.66185,-4.786,-4.902,0
1,13000000,6275,42.0,10.2374,15.7909,10.2399,-6.124,-6.78,1
1,13000000,2456,17.0,4.70453,11.2947,12.7274,-5.232,-5.414,0
1,13000000,7600,51.0,10.4592,14.7403,7.15809,-3.459,-5.903,0
1,13000000,7599,51.0,10.3344,14.4271,7.37039,-5.161,-5.678,0
1,13000000,7598,51.0,10.1847,14.136,7.17679,-8.251,-5.419,0
1,13000000,7597,51.0,10.4521,14.0133,6.91519,-5.667,-5.471,0
1,13000000,7596,51.0,10.3589,13.6931,6.73032,-5.349,-5.29,0
1,13000000,8411,57.0,14.9773,1.92521,0.315599,-3.846,-5.103,0
1,13000000,8409,57.0,14.3945,2.17722,0.450681,-4.743,-5.143,0
1,13000000,8412,57.0,15.2203,1.61815,0.309985,-5.041,-5.078,0
1,13000000,7601,51.0,10.1982,15.0166,7.09339,-3.121,-6.04,0
1,13000000,2457,17.0,5.0889,11.3223,12.633,-4.115,-5.379,0
1,13000000,8843,59.0,4.40226,10.9202,15.0265,-4.529,-5.225,0
1,13000000,2044,14.0,2.73437,4.52384,3.26389,-3.837,-5.09,0
1,13000000,8410,57.0,14.6162,1.85797,0.446645,-4.659,-5.1,0
1,13000000,8408,57.0,14.0332,2.07813,0.588104,-3.512,-5.166,0
1,13000000,8413,57.0,15.5881,1.69347,16.1093,-7.231,-5.035,0
1,13000000,8407,57.0,13.7516,2.34214,0.553615,-4.503,-5.195,0
1,13000000,8844,59.0,4.33112,11.3212,15.0137,-5.19,-5.206,0
1,13000000,7595,51.0,10.6386,13.573,6.49485,-5.079,-5.311,0
1,13000000,3283,22.0,6.39606,11.5596,10.6235,-5.535,-5.191,0
1,13000000,8702,59.0,1.53839,15.4983,3.13901,-4.354,-4.915,0
1,13000000,3277,22.0,6.21881,9.82006,11.3179,-4.923,-5.483,0
1,13000000,2238,15.0,3.459,3.69711,4.21129,-4.522,-5.066,0
1,13000000,7348,49.0,1.34759,2.20697,14.7433,-5.22,-5.388,0
1,13000000,3258,22.0,8.10273,4.61536,10.1426,-9.014,-7.746,1
1,13000000,3259,22.0,7.89374,4.8477,10.3906,-8.819,-7.487,1
1,13000000,3260,22.0,7.7308,5.17335,10.2507,-8.688,-7.574,1
1,13000000,3257,22.0,8.35124,4.34721,10.3035,-6.801,-7.741,1
1,13000000,3256,22.0,8.421,4.0548,10.0435,-8.441,-7.939,1
1,13000000,3255,22.0,8.68687,3.78214,10.1508,-6.582,-8.038,1
1,13000000,3284,22.0,6.62674,11.8077,10.4308,-6.898,-5.096,0
1,13000000,2045,14.0,2.70262,4.25079,3.54308,-3.841,-5.092,0
1,13000000,8708,59.0,2.08177,14.5627,4.3938,-6.315,-5.193,0
1,13000000,2266,16.0,4.70367,16.0382,12.035,-3.712,-5.315,0
1,13000000,7347,49.0,1.57191,2.09693,14.4508,-7.723,-5.28,0
1,13000000,5437,37.0,13.0302,9.17214,15.4884,-4.875,-5.068,0
1,13000000,8709,59.0,2.19095,14.2427,4.58758,-4.694,-5.238,0
1,13000000,3278,22.0,6.45063,10.1143,11.3245,-4.515,-5.357,0
1,13000000,7580,51.0,9.13631,12.9502,2.39938,-6.754,-5.444,0
1,13000000,2048,14.0,2.26112,4.62632,4.37044,-8.145,-5.15,0
1,13000000,2450,17.0,3.9229,11.5487,10.933,-4.526,-5.45,0
1,13000000,7587,51.0,9.5461,12.9382,4.65106,-3.823,-5.356,0
1,13000000,3267,22.0,6.60105,6.98245,11.1627,-5.849,-6.288,1
1,13000000,6278,42.0,10.0069,0.828812,10.344,-6.5,-7.464,1
1,13000000,1678,12.0,2.83488,1.15122,4.35579,-4.711,-4.935,0
1,13000000,3269,22.0,6.19758,7.46596,11.3801,-11.796,-5.961,1
1,13000000,8704,59.0,2.0545,15.1081,3.21925,-4.866,-5.057,0
1,13000000,8703,59.0,1.68287,15.19,3.31317,-3.771,-5.036,0
1,13000000,7592,51.0,10.2708,12.8232,5.96556,-5.81,-5.039,0
1,13000000,7590,51.0,9.85237,13.059,5.51266,-4.444,-5.16,0
1,13000000,7591,51.0,9.92854,12.7636,5.77991,-7.015,-5.142,0
1,13000000,7589,51.0,9.5358,12.9528,5.29335,-4.871,-5.174,0
1,13000000,7593,51.0,10.2947,13.1752,6.10348,-5.323,-5.187,0
1,13000000,6277,42.0,9.952,0.426967,10.3825,-8.797,-7.205,1
1,13000000,2449,17.0,4.2541,11.6487,10.7458,-5.753,-5.488,0
1,13000000,5269,36.0,11.3953,6.86498,6.95991,-6.851,-6.595,1
1,13000000,5268,36.0,11.5574,6.60781,6.71058,-8.828,-6.629,1
1,13000000,1676,12.0,3.39823,1.29497,4.02117,-4.376,-5.06,0
1,13000000,7588,51.0,9.61391,12.7408,4.97163,-3.029,-5.259,0
1,13000000,3280,22.0,6.54217,10.6821,11.1053,-6.406,-5.086,0
1,13000000,3262,22.0,7.41205,5.74368,10.384,-6.818,-7.469,1
1,13000000,2448,17.0,4.19874,11.6303,10.3601,-10.145,-5.302,0
1,13000000,7579,51.0,9.19154,13.139,2.07198,-5.511,-5.469,0
1,13000000,7575,51.0,9.78125,13.737,1.24103,-6.797,-5.373,0
1,13000000,8803,59.0,3.56195,5.46013,9.77983,-6.088,-5.419,0
1,13000000,7578,51.0,9.49784,13.0009,1.87652,-6.282,-5.472,0
1,13000000,7576,51.0,9.62154,13.5745,1.55305,-2.954,-5.405,0
1,13000000,3268,22.0,6.3543,7.27209,11.071,-8.444,-6.219,1
1,13000000,7577,51.0,9.57619,13.1839,1.53513,-5.413,-5.411,0
1,13000000,3264,22.0,7.07905,6.28017,10.5931,-8.029,-7.053,1
1,13000000,7568,51.0,11.1614,13.8115,15.7398,-4.606,-5.409,0
1,13000000,8402,57.0,12.1231,2.47191,0.793878,-8.889,-5.299,0
1,13000000,8401,57.0,11.8362,2.72814,0.75386,-7.457,-5.36,0
1,13000000,3265,22.0,6.94947,6.47682,10.9171,-6.48,-6.692,1
1,13000000,8403,57.0,12.4739,2.62388,0.71295,-6.076,-5.25,0
1,13000000,8404,57.0,12.7565,2.34987,0.733588,-3.137,-5.228,0
1,13000000,3263,22.0,7.26622,5.95664,10.6763,-8.166,-7.036,1
1,13000000,5263,36.0,12.5568,5.94558,6.21007,-4.493,-6.028,1
1,13000000,5436,37.0,12.9134,9.37362,15.8057,-6.141,-5.116,0
1,13000000,2446,17.0,4.0342,11.9278,9.82476,-5.073,-5.45,0
1,13000000,7594,51.0,10.568,13.2062,6.37071,-4.699,-5.097,0
1,13000000,2565,18.0,0.467578,10.898,7.80943,-6.79,-5.075,0
1,13000000,8842,59.0,4.10108,10.6818,15.0868,-5.812,-5.275,0
1,13000000,8835,59.0,3.12008,9.06648,14.6294,-5.313,-5.254,0
1,13000000,5265,36.0,12.3426,5.9817,6.78494,-6.335,-6.437,1
1,13000000,8841,59.0,3.82081,10.7383,14.8123,-5.327,-5.298,0
1,13000000,5266,36.0,12.0146,6.14979,6.65875,-3.058,-6.531,1
1,13000000,8840,59.0,3.58392,10.4183,14.826,-4.033,-5.365,0
1,13000000,8837,59.0,3.23561,9.72065,14.5535,-5.169,-5.264,0
1,13000000,8838,59.0,3.08238,10.0891,14.5886,-6.722,-5.29,0
1,13000000,8839,59.0,3.3119,10.3976,14.5453,-5.429,-5.367,0
1,13000000,8836,59.0,2.99759,9.44575,14.6845,-7.286,-5.251,0
1,13000000,5267,36.0,11.8515,6.41606,6.89254,-6.516,-6.626,1
1,13000000,2566,18.0,0.603646,11.2677,7.86727,-6.735,-5.004,0
1,13000000,2267,16.0,4.46114,15.7413,11.9254,-8.852,-5.289,0
1,13000000,2237,15.0,3.57432,4.0658,4.07342,-4.767,-5.107,0
1,13000000,8405,57.0,13.1152,2.47886,0.660501,-5.523,-5.187,0
1,13000000,3266,22.0,6.71302,6.77612,10.8535,-10.855,-6.567,1
1,13000000,3279,22.0,6.26919,10.4368,11.2042,-7.633,-5.256,0
1,13000000,5438,37.0,13.0569,9.40288,15.1737,-5.153,-5.126,0
1,13000000,8406,57.0,13.3972,2.2191,0.684266,-6.061,-5.196,0
1,13000000,3261,22.0,7.57817,5.4093,10.5284,-7.403,-7.372,1
1,13000000,3282,22.0,6.59441,11.2814,10.8151,-6.249,-5.119,0
1,13000000,5435,37.0,12.7455,9.14363,16.0714,-8.223,-5.008,0
1,13000000,3281,22.0,6.36601,10.9935,10.9334,-4.392,-5.187,0
1,13000000,2564,18.0,0.596821,10.6606,8.08654,-7.005,-5.118,0
1,13000000,6279,42.0,9.67132,0.984921,10.4763,-8.533,-7.372,1
1,13000000,2563,18.0,0.44985,10.2749,8.0969,-4.535,-5.233,0
1,13000000,5440,37.0,13.2774,9.96424,14.8892,-6.393,-5.049,0
1,13000000,6276,42.0,10.2544,16.172,10.2243,-10.689,-7.177,1
1,13000000,2265,16.0,5.0958,16.0081,11.9524,-5.567,-5.255,0
1,13000000,8834,59.0,2.83905,8.79782,14.7186,-6.664,-5.188,0
1,13000000,5439,37.0,13.3019,9.70778,15.1732,-4.293,-5.088,0
1,13000000,8802,59.0,3.86085,5.43131,9.53058,-4.768,-5.428,0
1,13000000,5264,36.0,12.5585,5.75094,6.55786,-5.022,-6.356,1
1,13000000,8711,59.0,2.69535,13.932,4.88139,-4.056,-5.222,0
1,13000000,5275,36.0,10.2622,8.48233,7.21237,-5.534,-6.086,1
1,13000000,5274,36.0,10.4124,8.20643,6.97096,-8.027,-6.248,1
1,13000000,5273,36.0,10.5669,7.8926,7.15027,-8.98,-6.36,1
1,13000000,5272,36.0,10.8013,7.66694,6.93039,-5.027,-6.432,1
1,13000000,5271,36.0,10.9468,7.33508,7.08272,-5.354,-6.546,1
1,13000000,2573,18.0,2.49091,12.3906,7.32537,-4.73,-5.224,0
1,13000000,8832,59.0,2.70207,8.15517,14.6148,-5.823,-5.133,0
1,13000000,6254,42.0,9.74511,15.6657,8.96418,-5.876,-6.567,1
1,13000000,8833,59.0,2.97358,8.44527,14.6078,-6.28,-5.088,0
1,13000000,1012,7.0,12.2499,8.02216,5.35981,-4.811,-5.387,0
1,13000000,5277,36.0,9.74366,8.66175,7.57955,-3.525,-6.08,0
1,13000000,5276,36.0,9.90924,8.4003,7.3233,-4.265,-6.244,1
1,13000000,6255,42.0,9.87183,15.3032,9.02939,-11.115,-6.251,1
1,13000000,3270,22.0,6.02144,7.7837,11.2616,-8.68,-5.989,1
1,13000000,8830,59.0,2.63622,7.50104,14.6246,-6.26,-5.189,0
1,13000000,2574,18.0,2.42533,12.2727,6.95115,-6.55,-5.225,0
1,13000000,2575,18.0,2.72908,12.393,6.73189,-3.965,-5.299,0
1,13000000,7586,51.0,9.57374,12.7424,4.3087,-5.487,-5.446,0
1,13000000,8609,58.0,15.8907,7.95042,5.78502,-9.41,-5.304,0
1,13000000,2225,15.0,1.96322,5.43941,4.14426,-3.569,-5.258,0
1,13000000,8831,59.0,2.87016,7.80913,14.5525,-6.485,-5.192,0
1,13000000,8829,59.0,2.73788,7.17153,14.4479,-4.765,-5.13,0
1,13000000,8828,59.0,2.50761,6.87728,14.5715,-4.679,-5.053,0
1,13000000,3271,22.0,5.88656,8.00954,11.5575,-7.156,-5.781,1
1,13000000,3272,22.0,5.92637,8.39144,11.4919,-7.342,-5.84,0
1,13000000,2583,18.0,3.89841,12.9692,4.77154,-3.994,-5.135,0
1,13000000,2582,18.0,3.65407,12.7553,4.98617,-6.283,-5.136,0
1,13000000,3273,22.0,6.27305,8.50933,11.3684,-3.9,-5.913,0
1,13000000,3274,22.0,6.4152,8.86998,11.4657,-5.812,-5.8,0
1,13000000,8605,58.0,1.0033,7.31179,5.34949,-5.478,-5.355,0
1,13000000,8825,59.0,2.08952,6.31754,14.1923,-6.235,-5.198,0
1,13000000,8606,58.0,0.630576,7.44792,5.28274,-4.409,-5.19,0
1,13000000,6253,42.0,9.53836,15.85,9.22555,-5.819,-6.687,1
1,13000000,3893,26.0,8.10449,9.63427,12.514,-5.328,-5.048,0
1,13000000,2269,16.0,3.8495,15.5087,11.8605,-2.937,-5.181,0
1,13000000,6252,42.0,9.4915,0.303963,9.19034,-5.856,-6.999,1
1,13000000,2572,18.0,2.19893,12.3307,7.57316,-4.165,-5.218,0
1,13000000,2571,18.0,2.05382,11.9781,7.582,-6.343,-5.225,0
1,13000000,2568,18.0,1.15326,11.6295,7.82649,-4.66,-5.072,0
1,13000000,2569,18.0,1.53203,11.5835,7.73385,-6.782,-5.156,0
1,13000000,2570,18.0,1.69473,11.9416,7.73054,-5.699,-5.161,0
1,13000000,8448,57.0,4.36497,1.89443,12.9602,-3.083,-5.452,0
1,13000000,4132,28.0,9.95781,5.82456,3.5521,-4.415,-5.713,0
1,13000000,4131,28.0,9.79518,5.61635,3.25725,-7.891,-5.696,0
1,13000000,8449,57.0,4.07497,2.01989,12.7248,-4.139,-5.314,0
1,13000000,4130,28.0,10.0118,5.42952,2.99699,-3.989,-5.556,0
1,13000000,1725,12.0,12.8372,15.6009,2.30519,-9.287,-5.344,0
1,13000000,4134,28.0,9.88068,6.40756,3.85667,-4.528,-5.753,0
1,13000000,8450,57.0,4.14604,2.37033,12.5647,-6.022,-5.308,0
1,13000000,4121,28.0,9.91731,3.5912,1.227,-4.327,-5.13,0
1,13000000,4133,28.0,9.69331,6.11304,3.66765,-3.321,-5.772,0
1,13000000,2584,18.0,3.79463,12.9737,4.39306,-4.173,-5.112,0
1,13000000,3275,22.0,6.20724,9.17815,11.3532,-3.694,-5.711,0
1,13000000,2234,15.0,3.63737,4.61993,3.65288,-5.574,-5.098,0
1,13000000,2229,15.0,2.80667,5.67582,3.49455,-4.21,-5.173,0
1,13000000,3894,26.0,7.86248,9.42704,12.2836,-4.469,-5.1,0
1,13000000,2231,15.0,3.36533,5.47706,3.21547,-7.654,-5.141,0
1,13000000,2230,15.0,3.02378,5.65017,3.15282,-6.829,-5.208,0
1,13000000,2232,15.0,3.36497,5.17315,3.46588,-5.279,-5.18,0
1,13000000,2233,15.0,3.69722,4.98364,3.53896,-4.559,-5.171,0
1,13000000,2270,16.0,3.89771,15.1675,12.0568,-4.152,-5.354,0
1,13000000,2271,16.0,3.60342,14.9029,12.0195,-4.649,-5.243,0
1,13000000,2272,16.0,3.46824,14.8592,11.6486,-7.322,-5.262,0
1,13000000,2273,16.0,3.14111,14.6325,11.6144,-4.855,-5.249,0
1,13000000,2274,16.0,2.81054,14.8251,11.6496,-4.892,-5.096,0
1,13000000,8970,60.0,14.7404,15.7626,2.09449,-4.817,-5.245,0
1,13000000,3149,21.0,7.8894,8.14934,5.63213,-7.849,-6.436,1
1,13000000,2222,15.0,1.24377,5.71397,4.74843,-4.345,-5.171,0
1,13000000,4123,28.0,9.58074,4.14154,1.24636,-3.98,-4.944,0
1,13000000,2576,18.0,3.08799,12.2667,6.84602,-4.605,-5.271,0
1,13000000,6261,42.0,10.9708,13.8504,8.29613,-8.493,-5.512,0
1,13000000,6256,42.0,10.0963,15.187,8.71308,-6.661,-6.139,1
1,13000000,6260,42.0,10.7992,14.1964,8.23852,-6.333,-5.766,0
1,13000000,6257,42.0,10.1775,14.8061,8.73496,-6.996,-5.824,1
1,13000000,6258,42.0,10.4659,14.6946,8.48373,-5.423,-5.956,1
1,13000000,6259,42.0,10.5475,14.3217,8.5121,-5.949,-5.632,0
1,13000000,4124,28.0,9.60052,4.35839,1.57862,-4.662,-4.95,0
1,13000000,8971,60.0,14.4177,15.8519,2.29039,-5.35,-5.191,0
1,13000000,4122,28.0,9.90141,3.95808,1.10687,-5.124,-5.048,0
1,13000000,1731,12.0,14.0099,15.377,3.28383,-5.59,-5.179,0
1,13000000,8604,58.0,1.18628,7.15069,5.04512,-5.157,-5.257,0
1,13000000,4125,28.0,9.7594,4.7107,1.51553,-5.569,-4.931,0
1,13000000,6251,42.0,9.2523,0.440945,9.46431,-11.169,-6.974,1
1,13000000,2223,15.0,1.52401,5.51387,4.59531,-5.419,-5.216,0
1,13000000,8603,58.0,1.54389,6.98585,5.10312,-5.951,-5.273,0
1,13000000,2567,18.0,0.987894,11.2764,7.85046,-3.348,-5.048,0
1,13000000,8601,58.0,2.00955,6.58741,4.92883,-4.837,-5.424,0
1,13000000,2577,18.0,3.36094,12.4242,6.61788,-3.732,-5.339,0
1,13000000,2579,18.0,3.61202,12.5517,5.99837,-4.895,-5.291,0
1,13000000,2581,18.0,3.7579,12.7283,5.36394,-7.367,-5.21,0
1,13000000,2580,18.0,3.50389,12.5545,5.61365,-4.554,-5.236,0
1,13000000,3150,21.0,7.56455,8.26202,5.80883,-6.857,-6.244,0
1,13000000,2578,18.0,3.3591,12.3589,6.22765,-3.624,-5.332,0
1,13000000,8458,57.0,1.87869,2.98056,11.5239,-7.356,-5.164,0
1,13000000,2221,15.0,1.05829,5.55986,5.0613,-3.996,-5.153,0
1,13000000,8827,59.0,2.66292,6.53424,14.4312,-5.07,-5.113,0
1,13000000,2268,16.0,4.07653,15.8057,11.9609,-8.656,-5.193,0
1,13000000,1727,12.0,12.7514,15.5594,2.96064,-5.304,-5.446,0
1,13000000,451,4.0,5.01506,6.01102,14.1117,-4.632,-5.13,0
1,13000000,4499,30.0,10.4818,14.7232,12.9376,-4.705,-5.48,1
1,13000000,4129,28.0,9.80068,5.23934,2.72992,-4.412,-5.464,0
1,13000000,8457,57.0,2.24022,2.89003,11.4282,-4.559,-5.116,0
1,13000000,1733,12.0,14.3825,14.9365,2.90018,-5.145,-5.33,0
1,13000000,1730,12.0,13.7288,15.6433,3.23191,-6.137,-5.229,0
1,13000000,8602,58.0,1.66127,6.72896,4.82273,-5.129,-5.301,0
1,13000000,8973,60.0,13.8676,16.2047,2.41278,-4.342,-5.247,0
1,13000000,8972,60.0,14.1933,16.1649,2.19564,-4.401,-5.238,0
1,13000000,4126,28.0,9.93705,4.86837,1.82198,-4.208,-5.056,0
1,13000000,8975,60.0,13.3713,0.688008,2.48213,-3.975,-5.337,0
1,13000000,1729,12.0,13.3898,15.5108,3.09168,-4.511,-5.272,0
1,13000000,4127,28.0,9.73049,4.97781,2.13862,-4.815,-5.147,0
1,13000000,4128,28.0,9.97689,5.12754,2.40763,-3.863,-5.33,0
1,13000000,1726,12.0,12.8553,15.3712,2.63814,-6.279,-5.434,0
1,13000000,8974,60.0,13.6976,0.589143,2.29489,-6.205,-5.234,0
1,13000000,8451,57.0,3.90945,2.44097,12.2552,-8.474,-5.326,0
1,13000000,6262,42.0,11.2192,13.8021,8.60471,-4.692,-5.601,0
1,13000000,8452,57.0,3.55299,2.54919,12.3424,-7.437,-5.299,0
1,13000000,1732,12.0,14.0951,15.2044,2.92693,-7.729,-5.268,0
1,13000000,8608,58.0,16.1442,7.86443,5.50735,-3.968,-5.285,0
1,13000000,2228,15.0,2.54493,5.96592,3.51834,-4.179,-5.242,0
1,13000000,2226,15.0,2.11897,5.59919,3.80257,-4.033,-5.211,0
1,13000000,8453,57.0,3.34402,2.50604,12.0142,-4.333,-5.228,0
1,13000000,8454,57.0,3.03114,2.75633,12.0017,-4.495,-5.199,0
1,13000000,2235,15.0,3.95215,4.41132,3.72213,-4.707,-5.123,0
1,13000000,8446,57.0,5.0048,1.70288,13.0342,-6.044,-5.554,0
1,13000000,1724,12.0,12.9941,15.4702,1.97747,-9.872,-5.36,0
1,13000000,8456,57.0,2.47139,2.93296,11.7359,-4.628,-5.109,0
1,13000000,2224,15.0,1.72379,5.68636,4.30195,-4.101,-5.278,0
1,13000000,4500,30.0,10.4424,15.0652,13.1211,-5.322,-5.519,0
1,13000000,8455,57.0,2.78833,2.70218,11.706,-6.67,-5.182,0
1,13000000,2227,15.0,2.314,5.93853,3.83016,-6.546,-5.237,0
1,13000000,8447,57.0,4.71829,1.85928,12.8097,-3.075,-5.518,0
1,13000000,2211,15.0,2.81297,7.33419,6.83961,-6.509,-5.525,0
1,13000000,2210,15.0,3.00111,7.35584,7.18943,-4.157,-5.46,0
1,13000000,3895,26.0,7.47877,9.4564,12.3715,-2.601,-5.178,0
1,13000000,6249,42.0,8.90597,0.945088,9.69532,-5.795,-7.137,1
1,13000000,8600,58.0,2.25699,6.8691,4.98483,-7.399,-5.346,0
1,13000000,7584,51.0,9.38873,12.858,3.68003,-7.568,-5.395,0
1,13000000,5278,36.0,10.0105,8.73661,7.87145,-3.735,-5.899,0
1,13000000,1728,12.0,13.0827,15.7614,3.07739,-5.646,-5.423,0
1,13000000,4119,28.0,10.1672,2.98822,1.14141,-7.139,-5.269,0
1,13000000,4118,28.0,10.4743,2.78851,1.02035,-5.782,-5.43,0
1,13000000,4117,28.0,10.4412,2.39914,0.947212,-6.547,-5.393,0
1,13000000,4115,28.0,10.738,1.86793,0.674614,-6.151,-5.335,0
1,13000000,4116,28.0,10.7805,2.20722,0.861857,-5.329,-5.431,0
1,13000000,3883,26.0,7.82171,12.3263,11.774,-4.76,-4.728,0
1,13000000,2212,15.0,2.74394,6.96146,6.73559,-6.783,-5.52,0
1,13000000,2215,15.0,2.14235,6.57282,6.04089,-4.426,-5.539,0
1,13000000,4114,28.0,11.0638,1.65103,0.697024,-7.401,-5.292,0
1,13000000,3884,26.0,7.79314,12.0993,12.0941,-4.512,-4.799,0
1,13000000,2213,15.0,2.53506,6.91883,6.4157,-5.827,-5.479,0
1,13000000,2217,15.0,1.58009,6.34313,5.77324,-5.312,-5.571,0
1,13000000,2216,15.0,1.90407,6.2489,5.98618,-7.922,-5.613,0
1,13000000,2214,15.0,2.41193,6.5556,6.31836,-5.378,-5.515,0
1,13000000,4224,29.0,3.97594,9.50887,15.2475,-8.661,-5.335,0
1,13000000,4113,28.0,11.129,1.60965,1.07987,-5.011,-5.287,0
1,13000000,5534,37.0,11.1358,14.8477,3.34354,-4.481,-5.702,0
1,13000000,8024,54.0,8.28277,5.56905,15.7559,-3.785,-5.0,0
1,13000000,1723,12.0,13.3528,15.3292,2.05984,-5.75,-5.391,0
1,13000000,3885,26.0,7.82824,11.7158,12.0214,-4.146,-4.803,0
1,13000000,3886,26.0,8.20283,11.6405,12.0072,-3.218,-4.784,0
1,13000000,4493,30.0,11.3549,12.9829,12.7804,-4.776,-5.227,0
1,13000000,4494,30.0,11.2726,13.2748,13.0335,-7.254,-5.313,0
1,13000000,3887,26.0,8.26977,11.2679,12.0854,-4.172,-4.815,0
1,13000000,3888,26.0,8.14819,11.1303,12.4373,-5.078,-4.776,0
1,13000000,4495,30.0,11.0767,13.5687,12.8774,-6.993,-5.357,0
1,13000000,4492,30.0,11.0526,12.7334,12.7132,-4.435,-5.174,0
1,13000000,3889,26.0,8.18612,10.7367,12.4502,-5.057,-4.806,0
1,13000000,4491,30.0,11.1072,12.4468,12.4648,-4.791,-5.069,0
1,13000000,4498,30.0,10.6872,14.4654,13.1361,-6.41,-5.495,1
1,13000000,2220,15.0,0.862037,5.80705,5.28348,-6.154,-5.271,0
1,13000000,2218,15.0,1.36484,6.03451,5.64125,-4.634,-5.483,0
1,13000000,2219,15.0,1.06354,6.11589,5.42286,-5.853,-5.364,0
1,13000000,3890,26.0,8.19529,10.5864,12.7988,-5.301,-4.858,0
1,13000000,235,2.0,12.6274,1.88759,1.77738,-5.277,-5.419,0
1,13000000,234,2.0,12.989,1.95815,1.61753,-5.53,-5.309,0
1,13000000,233,2.0,13.2531,1.68223,1.66632,-5.151,-5.314,0
1,13000000,236,2.0,12.384,2.1631,1.65552,-7.17,-5.454,0
1,13000000,232,2.0,13.5824,1.7489,1.45593,-3.379,-5.29,0
1,13000000,231,2.0,13.8361,1.46464,1.52597,-4.583,-5.274,0
1,13000000,237,2.0,12.0074,2.14776,1.77395,-4.709,-5.496,0
1,13000000,2819,19.0,3.36963,0.370227,8.22874,-4.453,-5.247,0
1,13000000,238,2.0,11.8076,2.4709,1.66844,-5.963,-5.485,1
1,13000000,4120,28.0,10.2164,3.38067,1.10944,-3.889,-5.281,0
1,13000000,4112,28.0,11.436,1.39986,1.20627,-4.02,-5.284,0
1,13000000,1709,12.0,14.2917,12.3824,4.13074,-6.651,-5.231,0
1,13000000,1722,12.0,13.5668,15.174,1.7699,-4.295,-5.429,0
1,13000000,239,2.0,11.4464,2.50176,1.83044,-7.691,-5.552,0
1,13000000,5882,40.0,11.236,15.5711,10.9154,-9.805,-6.585,1
1,13000000,5883,40.0,10.9058,15.7392,11.0217,-7.98,-6.543,1
1,13000000,8016,54.0,10.8272,6.07247,15.8957,-6.118,-4.889,0
1,13000000,5884,40.0,10.9355,16.1302,11.0019,-6.932,-6.987,1
1,13000000,1721,12.0,13.9161,15.0476,1.89192,-8.474,-5.372,0
1,13000000,240,2.0,11.2043,2.76722,1.66795,-4.616,-5.545,0
1,13000000,241,2.0,11.2645,3.14135,1.80131,-3.827,-5.677,0
1,13000000,5881,40.0,11.2095,15.186,10.9613,-4.869,-6.313,1
